time [days], distance [m]
19.5523, 672.4470 
19.5526, 511.2886 
19.5536, 566.7319 
19.5554, 531.3473 
19.5558, 412.9213 
19.5613, 950.8323 
19.5625, 486.5604 
19.5627, 493.9818 
19.5663, 395.9116 
19.5678, 378.9367 
19.5685, 534.3080 
19.5691, 467.6035 
19.5709, 451.1075 
19.5711, 500.6446 
19.5719, 499.6679 
19.5721, 487.7725 
19.5722, 449.1737 
19.5726, 393.6204 
19.5729, 417.9294 
19.5734, 474.0654 
19.5738, 427.2997 
19.5740, 454.3182 
19.5741, 370.8436 
19.5747, 554.0442 
19.5753, 487.2833 
19.5764, 451.3557 
19.5798, 491.0570 
19.5856, 509.1346 
19.5959, 754.4879 
19.5966, 783.9005 
19.6079, 324.0062 
19.6343, 340.2117 
19.6428, 369.0664 
19.6613, 452.7615 
19.6626, 396.6762 
19.6676, 433.1662 
19.6713, 436.6463 
19.6715, 581.9364 
19.6812, 453.4755 
19.6814, 453.9824 
19.6833, 510.3273 
19.6835, 468.8923 
19.6843, 525.9781 
19.6895, 518.6521 
19.6897, 494.6524 
19.6898, 546.2472 
19.6899, 529.7027 
19.6980, 751.8810 
19.7067, 447.1029 
19.7119, 420.8622 
19.7160, 458.7036 
19.7170, 446.0874 
19.7171, 481.5818 
19.7175, 450.8980 
19.7179, 486.2448 
19.7181, 439.5327 
19.7187, 468.9915 
19.7190, 708.2175 
19.7237, 776.2397 
19.7242, 468.0171 
19.7334, 488.5100 
19.7337, 470.1085 
19.7346, 438.1792 
19.7358, 570.4875 
19.7421, 462.6154 
19.7425, 381.2466 
19.7431, 460.4053 
19.7437, 476.8281 
19.7439, 472.7082 
19.7442, 484.1250 
19.7450, 457.6472 
19.7453, 439.6692 
19.7455, 463.0173 
19.7467, 920.1793 
19.7471, 460.6788 
19.7477, 460.6354 
19.7480, 752.6599 
19.7491, 412.1468 
19.7500, 452.8664 
19.7516, 414.2765 
19.7538, 430.3324 
19.7569, 765.6383 
19.7572, 715.6591 
19.7575, 434.3109 
19.7694, 429.3437 
19.7708, 780.8156 
19.7718, 285.1754 
19.7720, 393.3154 
19.7724, 401.5495 
19.7725, 438.3264 
19.7727, 421.4950 
19.7729, 401.7487 
19.7734, 473.0011 
19.7736, 343.2856 
19.7738, 405.0099 
19.7739, 361.7084 
19.7746, 435.4457 
19.7757, 365.6241 
19.7760, 455.3779 
19.7763, 364.2321 
19.7767, 358.5777 
19.7768, 321.5991 
19.7771, 351.0698 
19.7773, 391.0831 
19.7775, 331.1450 
19.7778, 358.0950 
19.7779, 307.6101 
19.7781, 346.9135 
19.7782, 329.0547 
19.7785, 342.8542 
19.7789, 345.8453 
19.7799, 327.1957 
19.7802, 425.8932 
19.7803, 409.6645 
19.7806, 365.7609 
19.7814, 385.2493 
19.7816, 326.1426 
19.7817, 327.9283 
19.7819, 385.3012 
19.7820, 336.3763 
19.7822, 308.1720 
19.7825, 405.0938 
19.7826, 434.4951 
19.7828, 411.7086 
19.7830, 301.5046 
19.7833, 287.5013 
19.7834, 815.6691 
19.7836, 375.6182 
19.7838, 285.6169 
19.7843, 848.9994 
19.7853, 307.0016 
19.7856, 307.0016 
19.7858, 425.2023 
19.7871, 351.6205 
19.7898, 336.0729 
19.7911, 321.3114 
19.7914, 303.7269 
19.7919, 293.6392 
19.7921, 384.7831 
19.7925, 274.1551 
19.7927, 378.3081 
19.7930, 286.1625 
19.7932, 286.2254 
19.7936, 406.9066 
19.7946, 280.7775 
19.7961, 428.9161 
19.7968, 329.6013 
19.7970, 346.1445 
19.7974, 319.3384 
19.7981, 247.1457 
19.7995, 291.3589 
19.7998, 344.0610 
19.8007, 311.9054 
19.8015, 312.2371 
19.8027, 416.9245 
19.8037, 304.7917 
19.8040, 331.3080 
19.8049, 386.1360 
19.8082, 268.7843 
19.8087, 338.2558 
19.8089, 365.1109 
19.8092, 309.4140 
19.8107, 319.0564 
19.8116, 314.3772 
19.8120, 272.4720 
19.8122, 272.0460 
19.8128, 286.4716 
19.8129, 275.1818 
19.8130, 212.7017 
19.8131, 251.8134 
19.8133, 256.7976 
19.8135, 251.1991 
19.8150, 246.8947 
19.8153, 266.0470 
19.8156, 255.0020 
19.8159, 206.7704 
19.8161, 265.6464 
19.8163, 275.0455 
19.8164, 270.2961 
19.8170, 261.8435 
19.8179, 244.3931 
19.8182, 232.4995 
19.8184, 231.9181 
19.8187, 183.9837 
19.8188, 296.9327 
19.8195, 206.0097 
19.8197, 388.0000 
19.8200, 250.7449 
19.8203, 264.6129 
19.8204, 234.8872 
19.8206, 283.8098 
19.8210, 286.4001 
19.8213, 246.4569 
19.8216, 226.8149 
19.8222, 274.2353 
19.8243, 258.4434 
19.8244, 286.6653 
19.8248, 442.0181 
19.8249, 278.2104 
19.8254, 226.8083 
19.8256, 305.0016 
19.8263, 432.7701 
19.8269, 626.5732 
19.8271, 248.7087 
19.8280, 729.0850 
19.8287, 265.6991 
19.8296, 228.0899 
19.8299, 258.4744 
19.8315, 213.5884 
19.8318, 298.9916 
19.8322, 220.2907 
19.8325, 198.7159 
19.8340, 288.8754 
19.8343, 205.1170 
19.8344, 321.0561 
19.8351, 322.2437 
19.8352, 648.5492 
19.8355, 221.8220 
19.8361, 288.6468 
19.8367, 296.2853 
19.8373, 323.1873 
19.8385, 259.2778 
19.8388, 342.4923 
19.8398, 194.6998 
19.8402, 268.9312 
19.8411, 260.3574 
19.8430, 425.3187 
19.8435, 322.6701 
19.8438, 276.2843 
19.8518, 347.0519 
19.8520, 344.1177 
19.8525, 351.1410 
19.8532, 153.7596 
19.8539, 361.0665 
19.8545, 376.6059 
19.8554, 317.1577 
19.8557, 353.2365 
19.8558, 357.1582 
19.8576, 309.7434 
19.8578, 339.4878 
19.8580, 510.0245 
19.8582, 381.8115 
19.8584, 364.6066 
19.8595, 333.1816 
19.8607, 378.0582 
19.8609, 318.4604 
19.8616, 140.8013 
19.8618, 351.0128 
19.8619, 146.4548 
19.8624, 373.2077 
19.8630, 466.8040 
19.8642, 365.9617 
19.8649, 522.2452 
19.8716, 240.7758 
19.8766, 196.3670 
19.8773, 337.6818 
19.8777, 131.7270 
19.8781, 344.3675 
19.8846, 385.4400 
19.8853, 380.7571 
19.8858, 328.4661 
19.8861, 309.3170 
19.8881, 209.6115 
19.8882, 343.6539 
19.8889, 280.4086 
19.8891, 213.5275 
19.8963, 458.2685 
19.9058, 282.9081 
19.9082, 237.3457 
19.9133, 279.4155 
19.9195, 435.0414 
19.9222, 89.0449 
19.9284, 385.5412 
19.9316, 96.4261 
19.9472, 524.2061 
19.9539, 235.6714 
19.9543, 272.7196 
19.9548, 239.8270 
19.9674, 338.9926 
19.9678, 245.7580 
19.9684, 185.4131 
19.9689, 192.3538 
19.9719, 540.7125 
19.9769, 781.9162 
19.9789, 777.2085 
19.9857, 354.7013 
19.9869, 407.7475 
19.9873, 798.0984 
19.9875, 780.3570 
19.9893, 543.6000 
19.9896, 157.6135 
19.9904, 89.2749 
19.9937, 32.5269 
19.9948, 553.0868 
19.9949, 439.5873 
19.9955, 507.4268 
19.9956, 514.4959 
19.9984, 461.9892 
19.9989, 525.9325 
20.0043, 416.8573 
20.0062, 19.2094 
20.0070, 150.3330 
20.0075, 62.9682 
20.0083, 46.4866 
20.0087, 56.0446 
20.0088, 32.5576 
20.0097, 79.0000 
20.0110, 63.5610 
20.0121, 74.1687 
20.0132, 51.8556 
20.0133, 53.6004 
20.0135, 70.0286 
20.0136, 67.6018 
20.0138, 56.3649 
20.0140, 89.4707 
20.0142, 83.0241 
20.0145, 50.2494 
20.0151, 27.6586 
20.0157, 71.1196 
20.0162, 87.7097 
20.0173, 75.6637 
20.0180, 46.7547 
20.0186, 356.4379 
20.0197, 53.5350 
20.0207, 68.0074 
20.0214, 85.7030 
20.0217, 496.5179 
20.0243, 54.4518 
20.0262, 66.4906 
20.0264, 49.4773 
20.0289, 63.7887 
20.0302, 86.8332 
20.0321, 143.3771 
20.0323, 66.4831 
20.0328, 82.4621 
20.0332, 58.3095 
20.0334, 71.4213 
20.0336, 99.4032 
20.0337, 174.1867 
20.0339, 94.0213 
20.0342, 93.0215 
20.0344, 59.0339 
20.0345, 99.5389 
20.0348, 148.1249 
20.0352, 140.2462 
20.0353, 146.4923 
20.0356, 169.6644 
20.0359, 198.0025 
20.0360, 99.4786 
20.0364, 153.2645 
20.0370, 68.9493 
20.0379, 70.8025 
20.0380, 117.2007 
20.0397, 89.5545 
20.0405, 156.3202 
20.0406, 161.2452 
20.0410, 229.1201 
20.0412, 103.7545 
20.0420, 103.0776 
20.0424, 88.0511 
20.0435, 98.0867 
20.0444, 68.0074 
20.0447, 78.9240 
20.0453, 89.1403 
20.0458, 100.7174 
20.0464, 121.4619 
20.0467, 230.5342 
20.0469, 83.4326 
20.0471, 90.2497 
20.0474, 74.7329 
20.0476, 63.4114 
20.0477, 90.4434 
20.0487, 444.0721 
20.0494, 75.2396 
20.0516, 157.2037 
20.0527, 351.6817 
20.0533, 126.7636 
20.0534, 82.5409 
20.0535, 85.6329 
20.0536, 148.4756 
20.0537, 69.5270 
20.0551, 336.4298 
20.0554, 87.6926 
20.0572, 67.0522 
20.0576, 64.6607 
20.0577, 70.3420 
20.0581, 54.7449 
20.0585, 200.3222 
20.0591, 135.0926 
20.0593, 36.1248 
20.0611, 162.1512 
20.0612, 45.3431 
20.0614, 79.3095 
20.0619, 76.2955 
20.0648, 161.9290 
20.0653, 149.3754 
20.0655, 159.2608 
20.0656, 39.4588 
20.0678, 21.4709 
20.0702, 48.6004 
20.0712, 48.4149 
20.0722, 134.2386 
20.0728, 525.1676 
20.0730, 61.5873 
20.0731, 572.6640 
20.0733, 565.8277 
20.0742, 536.3777 
20.0754, 34.2345 
20.0777, 346.0708 
20.0786, 179.1368 
20.0788, 159.0503 
20.0828, 551.1343 
20.0830, 515.9089 
20.0853, 574.5964 
20.0855, 522.3983 
20.0858, 555.5151 
20.0860, 20.8806 
20.0893, 283.2119 
20.0904, 43.6578 
20.0920, 352.5124 
20.0930, 395.3657 
20.0933, 355.7808 
20.0941, 389.4637 
20.0964, 505.6926 
20.0981, 357.1400 
20.1022, 318.4525 
20.1031, 497.6103 
20.1053, 404.8827 
20.1054, 396.6762 
20.1072, 474.1498 
20.1080, 449.0212 
20.1084, 131.2440 
20.1089, 465.2795 
20.1097, 470.3456 
20.1111, 309.7822 
20.1184, 562.6011 
20.1248, 368.8035 
20.1311, 414.4937 
20.1505, 540.2407 
20.1507, 355.9241 
20.1555, 394.9240 
20.1567, 298.4527 
20.1592, 477.4233 
20.1607, 503.7480 
20.1675, 396.6106 
20.1786, 402.1505 
20.1789, 336.3644 
20.1792, 407.7708 
20.1937, 22.8254 
20.1960, 949.7968 
20.1971, 916.6472 
20.2023, 342.2002 
20.2065, 935.1390 
20.2171, 961.3308 
20.2191, 827.0097 
20.2263, 1005.8916 
20.2274, 1001.5753 
20.2277, 978.9510 
20.2287, 1007.1549 
20.2320, 359.1685 
20.2369, 545.3091 
20.2408, 940.4919 
20.2419, 901.7344 
20.2484, 539.0158 
20.2493, 389.8025 
20.2506, 933.7077 
20.2576, 946.8606 
20.2625, 954.3385 
20.2637, 519.8307 
20.2641, 1023.5531 
20.2646, 524.9238 
20.2680, 524.1374 
20.2681, 504.8406 
20.2690, 1072.8956 
20.2693, 1052.6239 
20.2697, 978.0235 
20.2702, 1002.8584 
20.2705, 1020.2833 
20.2735, 1056.4279 
20.2749, 1025.9142 
20.2761, 1017.7942 
20.2763, 1022.7458 
20.2782, 1028.2436 
20.2786, 1079.3229 
20.2796, 1065.8072 
20.2798, 1029.0471 
20.2801, 1011.8720 
20.2818, 1031.2851 
20.2820, 1097.0273 
20.2825, 1033.4447 
20.2828, 1021.5229 
20.2831, 1004.0916 
20.2837, 1041.9616 
20.2905, 495.7953 
20.2941, 1112.8850 
20.2959, 34.8855 
20.2972, 1024.5438 
20.3021, 1096.2650 
20.3134, 997.8828 
20.3137, 1044.2246 
20.3152, 732.4165 
20.3154, 1017.5186 
20.3160, 1033.7509 
20.3168, 993.4913 
20.3203, 109.1421 
20.3206, 97.1236 
20.3209, 105.1190 
20.3221, 952.5046 
20.3260, 121.2023 
20.3279, 86.0233 
20.3312, 81.3019 
20.3331, 98.6002 
20.3356, 79.8499 
20.3363, 49.7695 
20.3485, 535.0822 
20.3507, 73.3485 
20.3569, 956.2327 
20.3834, 963.5315 
20.3855, 437.8961 
20.3856, 407.6494 
20.3858, 420.2154 
20.3861, 113.3711 
20.3868, 481.5652 
20.3915, 544.2646 
20.3941, 102.8251 
20.4046, 473.6887 
20.4151, 484.7278 
20.4290, 187.1817 
20.4711, 984.5943 
20.4962, 291.1632 
20.5025, 562.2188 
20.5247, 39.8246 
20.5267, 264.0170 
20.5759, 373.6482 
20.5818, 577.7006 
20.5822, 574.7295 
20.5838, 598.6293 
20.6034, 388.8560 
20.6039, 127.9453 
20.6080, 441.5122 
20.6117, 137.3608 
20.6129, 375.8324 
20.6157, 585.2153 
20.6310, 448.5755 
20.6311, 443.8975 
20.6422, 460.0272 
20.6433, 464.4621 
20.6519, 445.7858 
20.6578, 492.7606 
20.6608, 508.4132 
20.6625, 428.0012 
20.6689, 1025.3292 
20.6773, 124.0202 
20.6922, 443.4106 
20.6957, 410.1609 
20.6962, 426.8782 
20.6985, 532.2340 
20.7004, 529.9141 
20.7016, 558.4344 
20.7019, 346.8314 
20.7031, 562.4660 
20.7033, 432.5598 
20.7036, 582.7221 
20.7326, 558.7289 
20.7336, 567.7411 
20.7596, 994.3023 
20.8149, 80.2122 
20.8230, 431.3931 
20.8359, 554.3753 
20.8363, 475.5124 
20.8485, 518.8651 
20.8530, 490.6088 
20.8547, 509.0619 
20.8553, 515.8769 
20.8555, 532.4556 
20.8568, 462.2781 
20.8578, 442.1640 
20.8698, 451.8462 
20.8723, 425.6877 
20.8980, 504.9594 
20.8985, 139.3018 
20.8994, 510.5331 
20.8997, 512.0244 
20.9004, 484.7896 
20.9593, 79.6116 
20.9718, 426.8126 
20.9881, 379.3178 
20.9883, 485.7757 
20.9885, 434.0138 
20.9892, 434.6769 
20.9900, 474.2288 
20.9903, 421.8400 
20.9911, 396.5678 
20.9916, 345.6545 
20.9923, 436.3233 
20.9941, 458.8616 
21.0422, 473.5272 
21.0565, 548.5736 
21.1177, 498.6482 
21.2043, 385.0325 
21.2122, 146.7583 
21.2143, 132.2309 
21.2278, 530.8484 
21.2327, 616.0008 
21.2541, 388.8149 
21.2632, 426.6427 
21.2636, 575.1043 
21.2642, 448.9287 
21.2650, 547.4167 
21.2669, 483.6621 
21.2677, 438.1803 
21.2690, 283.0636 
21.2717, 522.4117 
21.2819, 491.1140 
21.2838, 561.8051 
21.2894, 547.6440 
21.3004, 512.9776 
21.3108, 567.4681 
21.3119, 619.1648 
21.3278, 462.8747 
21.3324, 426.0047 
21.3351, 188.2153 
21.3400, 142.0880 
21.3634, 149.0134 
21.3692, 531.0970 
21.4607, 96.6075 
21.4609, 114.2847 
21.5398, 532.5045 
21.5425, 367.7200 
21.5515, 406.0899 
21.5739, 502.7256 
21.5748, 454.4282 
21.5814, 363.8145 
21.6141, 425.1317 
21.6285, 427.9311 
21.6334, 434.9678 
21.6369, 540.2962 
21.6749, 537.2383 
21.6753, 525.8631 
21.7086, 576.4512 
21.7088, 538.6743 
21.7089, 584.0548 
21.7108, 542.7283 
21.7207, 536.2434 
21.7816, 467.6804 
21.9870, 486.0041 
21.9871, 567.4090 
21.9873, 439.8295 
21.9954, 449.5476 
21.9956, 489.3884 
22.0117, 522.0623 
22.0121, 515.5046 
22.0124, 513.5543 
22.0153, 390.8401 
22.0158, 443.0011 
22.0161, 436.2133 
22.0169, 360.5010 
22.0218, 422.6547 
22.0269, 437.1384 
22.0271, 394.5491 
22.0280, 401.0698 
22.0281, 443.2888 
22.0291, 436.2866 
22.0309, 456.1502 
22.0313, 398.0766 
22.0315, 354.0692 
22.0324, 398.3014 
22.0335, 447.1801 
22.0342, 434.2649 
22.1185, 420.3094 
22.1217, 374.0762 
22.1489, 436.5135 
22.1494, 446.5076 
22.1508, 460.8253 
22.1509, 447.9833 
22.1589, 412.2730 
22.4950, 381.0840 
22.5624, 406.2032 
22.7703, 408.4177 
23.0823, 77.1038 
23.1342, 69.4622 
27.3025, 78.8480 
27.3606, 507.2297 
27.4543, 115.8836 
29.7239, 76.0066 
29.9984, 148.3543 
30.1412, 106.6771 
31.0150, 111.1396 
31.1526, 104.9571 
31.7112, 150.4792 
19.8485, 262.4976 
19.8944, 539.8833 
19.9186, 265.5805 
19.9330, 275.1818 
20.0677, 70.7672 
20.0697, 110.9820 
20.0808, 174.7484 
20.0869, 35.3412 
20.0919, 119.9417 
20.0921, 79.0759 
20.1089, 267.4191 
20.1093, 84.9058 
20.1165, 78.0320 
20.1170, 128.6313 
20.1251, 277.2436 
20.1287, 269.8240 
20.1411, 318.3080 
20.1416, 86.4060 
20.1453, 98.2700 
20.1509, 287.6734 
20.1528, 335.3357 
20.1537, 58.6941 
20.1541, 286.0070 
20.1715, 311.2427 
20.1768, 76.9675 
20.1769, 567.9234 
20.1770, 572.5400 
20.1772, 533.9232 
20.1776, 554.1164 
20.1831, 593.9023 
20.1836, 543.1694 
20.1844, 486.2890 
20.1850, 542.1780 
20.1862, 502.5943 
20.1903, 101.4938 
20.1920, 161.1862 
20.1921, 151.9901 
20.1923, 200.2424 
20.1930, 501.3661 
20.1955, 195.2050 
20.1966, 79.8123 
20.2023, 542.4094 
20.2039, 193.9407 
20.2042, 122.2007 
20.2047, 587.2657 
20.2052, 509.1837 
20.2091, 85.4751 
20.2101, 94.9210 
20.2107, 321.4592 
20.2130, 508.7327 
20.2132, 524.7647 
20.2132, 506.4474 
20.2134, 538.4877 
20.2135, 417.2349 
20.2136, 462.2315 
20.2146, 498.6482 
20.2147, 425.7758 
20.2151, 453.9438 
20.2152, 502.8718 
20.2156, 463.0011 
20.2158, 483.4480 
20.2161, 531.8280 
20.2167, 515.7073 
20.2185, 317.8050 
20.2192, 553.6569 
20.2196, 520.1384 
20.2197, 504.4056 
20.2227, 557.0009 
20.2273, 526.2490 
20.2288, 440.5599 
20.2329, 480.0375 
20.2380, 510.8278 
20.2382, 80.4550 
20.2386, 65.2763 
20.2398, 445.5974 
20.2436, 454.4931 
20.2449, 544.1176 
20.2450, 484.1033 
20.2475, 89.4707 
20.2485, 467.0300 
20.2489, 425.8415 
20.2493, 463.2688 
20.2495, 425.2152 
20.2501, 535.5642 
20.2506, 377.3592 
20.2514, 476.8438 
20.2519, 513.6925 
20.2521, 555.8147 
20.2528, 488.4670 
20.2529, 558.6779 
20.2534, 549.7381 
20.2538, 595.4838 
20.2544, 67.2309 
20.2547, 513.3907 
20.2552, 18.0278 
20.2555, 503.7628 
20.2562, 599.0960 
20.2567, 579.6154 
20.2568, 532.0320 
20.2570, 459.0251 
20.2581, 457.5642 
20.2600, 416.7733 
20.2608, 531.9069 
20.2611, 499.7729 
20.2630, 540.1204 
20.2634, 529.7103 
20.2641, 448.7226 
20.2648, 528.4326 
20.2651, 399.9625 
20.2653, 522.0268 
20.2664, 505.2019 
20.2668, 436.3210 
20.2674, 478.9791 
20.2676, 494.0951 
20.2680, 452.8686 
20.2683, 559.7517 
20.2685, 493.6233 
20.2692, 538.5434 
20.2693, 450.0544 
20.2701, 461.0694 
20.2703, 91.4385 
20.2719, 444.0552 
20.2726, 463.9537 
20.2728, 512.2978 
20.2732, 508.4958 
20.2733, 485.8981 
20.2736, 494.4178 
20.2743, 487.5090 
20.2751, 574.2230 
20.2753, 539.2708 
20.2756, 479.7260 
20.2761, 500.7844 
20.2763, 566.9603 
20.2767, 569.0852 
20.2769, 588.8370 
20.2773, 135.4179 
20.2781, 509.1876 
20.2783, 611.5570 
20.2801, 490.4080 
20.2832, 52.4690 
20.2846, 435.2712 
20.2848, 354.6111 
20.2852, 370.8382 
20.2866, 387.5165 
20.2868, 391.4537 
20.2871, 506.6162 
20.2872, 536.2555 
20.2878, 483.9029 
20.2880, 395.2164 
20.2908, 332.7582 
20.2973, 572.2971 
20.2987, 611.4785 
20.3001, 65.1153 
20.3016, 128.0352 
20.3017, 97.6166 
20.3026, 166.9641 
20.3057, 562.2855 
20.3083, 434.0104 
20.3088, 446.7001 
20.3095, 512.7826 
20.3118, 601.0657 
20.3121, 634.3264 
20.3135, 457.2363 
20.3143, 423.1903 
20.3149, 574.7713 
20.3181, 127.6127 
20.3185, 139.3018 
20.3186, 75.8222 
20.3208, 159.8405 
20.3212, 124.6515 
20.3229, 31.0644 
20.3252, 124.1491 
20.3255, 128.3160 
20.3266, 458.5303 
20.3270, 129.6341 
20.3273, 36.1248 
20.3275, 30.0167 
20.3279, 34.4384 
20.3281, 62.1691 
20.3286, 29.0000 
20.3294, 40.1622 
20.3295, 81.6088 
20.3296, 55.6597 
20.3298, 34.9857 
20.3299, 32.6497 
20.3344, 121.4949 
20.3347, 413.6581 
20.3357, 121.8236 
20.3358, 90.1388 
20.3360, 90.2497 
20.3361, 110.6029 
20.3364, 63.4114 
20.3367, 66.4680 
20.3370, 81.4371 
20.3372, 85.1587 
20.3374, 64.8845 
20.3376, 17.1172 
20.3380, 29.6985 
20.3382, 60.6053 
20.3383, 137.6445 
20.3385, 77.4145 
20.3389, 627.4584 
20.3393, 112.5389 
20.3395, 73.2393 
20.3396, 97.0824 
20.3403, 481.5247 
20.3406, 122.9187 
20.3408, 94.0479 
20.3411, 72.7324 
20.3413, 163.8841 
20.3416, 97.6217 
20.3430, 89.2749 
20.3433, 429.3646 
20.3435, 50.4480 
20.3447, 110.6345 
20.3448, 616.7285 
20.3451, 159.6653 
20.3455, 161.6972 
20.3456, 174.8742 
20.3460, 183.3930 
20.3467, 227.4071 
20.3468, 161.0093 
20.3469, 160.0125 
20.3473, 539.6453 
20.3477, 597.8043 
20.3479, 412.4427 
20.3484, 169.8529 
20.3486, 47.7074 
20.3491, 152.2005 
20.3498, 549.1311 
20.3500, 90.4489 
20.3510, 147.9899 
20.3512, 429.9174 
20.3517, 504.3590 
20.3534, 184.3909 
20.3538, 216.3631 
20.3542, 179.8249 
20.3543, 157.1910 
20.3554, 82.0549 
20.3559, 166.1114 
20.3561, 534.4277 
20.3564, 195.0000 
20.3566, 83.4386 
20.3570, 132.6725 
20.3572, 154.6932 
20.3574, 175.5050 
20.3579, 107.4802 
20.3591, 107.0701 
20.3596, 552.2644 
20.3599, 158.3161 
20.3603, 178.1011 
20.3605, 15.2971 
20.3607, 120.8387 
20.3609, 168.1933 
20.3611, 103.0776 
20.3612, 143.6802 
20.3616, 557.8405 
20.3619, 31.9061 
20.3626, 183.6573 
20.3631, 114.7693 
20.3644, 155.9551 
20.3649, 119.4194 
20.3651, 148.3846 
20.3654, 214.1612 
20.3659, 202.7141 
20.3662, 124.7397 
20.3664, 196.6520 
20.3677, 108.8118 
20.3690, 68.5055 
20.3694, 254.6566 
20.3701, 230.4713 
20.3712, 178.3171 
20.3726, 81.8413 
20.3757, 173.0809 
20.3777, 89.0056 
20.3786, 164.1493 
20.3791, 207.0097 
20.3792, 155.5635 
20.3799, 217.5891 
20.3814, 156.6461 
20.3820, 137.7679 
20.3873, 174.7341 
20.3884, 118.3300 
20.3886, 67.4166 
20.3892, 200.0225 
20.3899, 193.7473 
20.3906, 204.1886 
20.3911, 217.7453 
20.3913, 195.2076 
20.3921, 197.1243 
20.3927, 615.4965 
20.3929, 225.0022 
20.3932, 85.6329 
20.3938, 179.8777 
20.3946, 191.7551 
20.3948, 212.7346 
20.3973, 235.1531 
20.3974, 202.0025 
20.3981, 554.5385 
20.3990, 103.3538 
20.3994, 205.5480 
20.3999, 529.2948 
20.4005, 197.5880 
20.4016, 240.8693 
20.4053, 498.3533 
20.4058, 242.6685 
20.4073, 73.1095 
20.4077, 613.3262 
20.4088, 169.0000 
20.4089, 231.2250 
20.4091, 226.5237 
20.4098, 169.8058 
20.4105, 205.0390 
20.4107, 220.7714 
20.4124, 591.2597 
20.4132, 416.1562 
20.4141, 159.5055 
20.4149, 248.3868 
20.4169, 273.4118 
20.4174, 194.3116 
20.4198, 379.3165 
20.4203, 208.5426 
20.4208, 185.5398 
20.4210, 177.7751 
20.4232, 178.2274 
20.4234, 151.5586 
20.4242, 196.0102 
20.4245, 256.6398 
20.4248, 138.4377 
20.4249, 414.7734 
20.4251, 135.0852 
20.4255, 179.1089 
20.4257, 204.8316 
20.4261, 233.5744 
20.4263, 166.0873 
20.4265, 179.6719 
20.4267, 197.4892 
20.4269, 246.7326 
20.4272, 234.1388 
20.4275, 179.6441 
20.4285, 226.4200 
20.4286, 217.9931 
20.4288, 404.8135 
20.4290, 198.7083 
20.4292, 219.5450 
20.4293, 222.0090 
20.4295, 242.3324 
20.4297, 235.3423 
20.4298, 231.8124 
20.4300, 362.0124 
20.4303, 109.1100 
20.4317, 233.7734 
20.4320, 137.1167 
20.4326, 223.2151 
20.4327, 266.3625 
20.4329, 236.6854 
20.4334, 229.9761 
20.4338, 222.0563 
20.4340, 269.2360 
20.4342, 251.9623 
20.4343, 214.7044 
20.4348, 183.8722 
20.4358, 240.6928 
20.4360, 194.8589 
20.4364, 228.2323 
20.4367, 219.4265 
20.4375, 243.6473 
20.4378, 228.4644 
20.4380, 204.4138 
20.4382, 233.8055 
20.4389, 236.1800 
20.4392, 243.1008 
20.4398, 211.9457 
20.4399, 240.5327 
20.4407, 573.1885 
20.4409, 191.6064 
20.4411, 89.3588 
20.4414, 185.9946 
20.4428, 172.4094 
20.4450, 206.0510 
20.4460, 151.0530 
20.4469, 256.6281 
20.4475, 160.0000 
20.4477, 242.1673 
20.4478, 219.3468 
20.4487, 245.5443 
20.4492, 238.0273 
20.4495, 273.0659 
20.4499, 261.5894 
20.4500, 295.6654 
20.4511, 257.8003 
20.4518, 89.5545 
20.4519, 221.4159 
20.4531, 241.4808 
20.4532, 228.8690 
20.4541, 221.3820 
20.4543, 204.3624 
20.4545, 256.4625 
20.4548, 168.3092 
20.4549, 313.6001 
20.4554, 308.1461 
20.4558, 307.6947 
20.4563, 200.8208 
20.4574, 250.2519 
20.4575, 254.0709 
20.4577, 229.6889 
20.4582, 174.5910 
20.4587, 238.0966 
20.4592, 137.2953 
20.4597, 260.7317 
20.4609, 271.0129 
20.4614, 169.2483 
20.4622, 216.1897 
20.4632, 203.5313 
20.4639, 232.7746 
20.4642, 170.6605 
20.4651, 265.0057 
20.4658, 134.1715 
20.4660, 128.0156 
20.4665, 259.8249 
20.4666, 249.0883 
20.4668, 182.9453 
20.4670, 553.2386 
20.4671, 232.4844 
20.4678, 519.0347 
20.4683, 326.0383 
20.4685, 194.9872 
20.4689, 230.8939 
20.4692, 246.9089 
20.4696, 214.7580 
20.4697, 234.2691 
20.4699, 260.5091 
20.4703, 298.0000 
20.4704, 234.6444 
20.4706, 244.2376 
20.4708, 189.9737 
20.4712, 164.4506 
20.4715, 255.8378 
20.4717, 164.4536 
20.4721, 171.8982 
20.4722, 242.4046 
20.4727, 277.2003 
20.4729, 195.7243 
20.4730, 153.6880 
20.4733, 262.2918 
20.4734, 274.2353 
20.4738, 147.2583 
20.4740, 267.5257 
20.4742, 212.5512 
20.4744, 228.0789 
20.4747, 198.0101 
20.4749, 183.2075 
20.4752, 222.3263 
20.4754, 251.8492 
20.4757, 257.0000 
20.4759, 192.7615 
20.4761, 232.7681 
20.4763, 234.4462 
20.4765, 190.9476 
20.4773, 445.2022 
20.4774, 425.5408 
20.4775, 136.5650 
20.4778, 137.2443 
20.4790, 143.5584 
20.4792, 208.8373 
20.4794, 183.0519 
20.4798, 77.1298 
20.4801, 238.7237 
20.4803, 309.4010 
20.4808, 276.7418 
20.4810, 80.0625 
20.4813, 82.0061 
20.4815, 224.3413 
